,title,combined_text,bottom_label,top_label
74,universal credit: 29 april 2013 to 11 april 2019,universal credit: 29 april 2013 to 11 april 2019 official experimental statistics including the number of people and households on universal credit starts and claims. the latest release of these statistics can be found in the universal credit statistics collection . these monthly experimental statistics include the total number of people: who have made a claim for universal credit to 11 april 2019 who have made a claim and have attended an initial interview accepted their claimant commitment and gone on to start universal credit up to 11 april 2019 who are on universal credit at 11 april 2019 the statistics are broken down by: jobcentre plus office age employment status conditionality regime duration this month’s publication also includes statistics for households on universal credit up to 14 february 2019 showing the number of households and average monthly award amounts broken down by: jobcentre plus office entitlement components payment indicator family type tenure a discrepancy in postcode district for universal credit starts and claims data has been identified. while we assess the scale of this issue we have removed this breakdown from stat xplore. caution should be used when viewing this breakdown through other mechanisms (such as supplementary tables). interactive statistics view an interactive map which shows statistics on households on universal credit at local authority level . view statistics on the universal credit claimants at jobcentre plus office level in an interactive map the interactive dashboard of the latest universal credit household statistics by region is currently undergoing maintenance. it will be available in june 2019 alongside the next publication of people on universal credit. find further breakdowns of these statistics in stat xplore an online tool for exploring some of dwp ’s main statistics. more information read the background information and methodology note for more information about the universal credit statistics. there was a revision to the number of people on universal credit for the period january 2016 to december 2018. data on durations of time spent by individuals on universal credit has also now been restored. other measures are not affected. further information can be found in the universal credit statistical notice . we are making changes to the universal credit statistics to make them better for users. the statistical bulletin (in pdf format) will be published every quarter in line with the release that includes data on: people households claims and starts to universal credit data for people on universal credit will still be available in stat xplore and ods tables on a monthly basis. the next pdf bulletin will be published on 13 august 2019. universal credit: 29 april 2013 to 11 april 2019 pdf 353kb 9 pages this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use. data tables: universal credit monthly experimental official statistics to 11 april 2019 ods 462kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,22,2
82,universal credit: 29 april 2013 to 9 may 2019,universal credit: 29 april 2013 to 9 may 2019 these experimental statistics cover the number of people and households on universal credit starts and claims. the latest release of these statistics can be found in the universal credit statistics collection . these monthly experimental statistics include the total number of people: who have made a claim for universal credit to 9 may 2019 who have made a claim and have attended an initial interview accepted their claimant commitment and gone on to start universal credit up to 9 may 2019 who are on universal credit at 9 may 2019 the statistics are broken down by: jobcentre plus office age employment status conditionality regime duration interactive statistics view an interactive map which shows statistics on households on universal credit at local authority level . view statistics on the universal credit claimants at jobcentre plus office level in an interactive map . find further breakdowns of these statistics in stat xplore an online tool for exploring some of the department for work and pensions’ main statistics. more information read the background information and methodology note for more information about the universal credit statistics. we are making changes to the universal credit statistics to make them better for users. the statistical bulletin (in pdf format) will be published every quarter in line with the release that includes data on: people households claims and starts to universal credit data for people on universal credit will still be available in stat xplore and ods tables on a monthly basis. the next pdf bulletin will be published on 13 august 2019. next release of these statistics: 16 july 2019. data tables: universal credit monthly experimental official statistics to 9 may 2019 ods 463kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,22,2
85,universal credit: 29 april 2013 to 13 june 2019,universal credit: 29 april 2013 to 13 june 2019 these experimental statistics cover the number of people and households on universal credit starts and claims. the latest release of these statistics can be found in the universal credit statistics collection . these monthly experimental statistics include the total number of people: who have made a claim for universal credit who have made a claim and have attended an initial interview accepted their claimant commitment and gone on to start universal credit who are on universal credit the statistics are broken down by: jobcentre plus office age employment status conditionality regime duration interactive statistics view an interactive map which shows statistics on households on universal credit at local authority level . view an interactive map which shows statistics on universal credit claimants at jobcentre plus office level . find further breakdowns of these statistics in stat xplore an online tool for exploring some of the department for work and pensions’ main statistics. more information read the background information and methodology note for more information about the universal credit statistics. the statistical bulletin (in pdf format) is published every quarter in line with the release that includes data on: people households claims and starts to universal credit data for people on universal credit is available in stat xplore and ods tables on a monthly basis. data tables: universal credit monthly experimental official statistics to 13 june 2019 ods 464kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,22,2
0,universal credit: 29 april 2013 to 11 july 2019,universal credit: 29 april 2013 to 11 july 2019 these experimental statistics cover the number of people and households on universal credit starts and claims. this is the latest release of these statistics and includes revisions to previous statistics. we are seeking user feedback on this html version of the statistical bulletin which replaces the pdf version. send comments to: christopher.s.johnston@dwp.gov.uk . these monthly experimental statistics include the total number of people: who have made a claim for universal credit to 11 july 2019 who have made a claim and have attended an initial interview accepted their claimant commitment and gone on to start universal credit up to 11 july 2019 who are on universal credit at 11 july 2019 the statistics are broken down by: jobcentre plus office age employment status conditionality regime duration this month’s publication also includes statistics for households on universal credit up to 9 may 2019 showing the number of households and average monthly award amounts broken down by: jobcentre plus office entitlement components payment indicator family type tenure interactive statistics view an interactive map which shows statistics on households on universal credit at local authority level . view statistics on the universal credit claimants at jobcentre plus office level in an interactive map . view an interactive dashboard of the latest universal credit household statistics by region . find further breakdowns of these statistics in stat xplore an online tool for exploring some of dwp’s main statistics. more information statistics on people on universal credit are published monthly. the next monthly release will be published on 10 september 2019. statistics on households on universal credit as well as starts and claims to universal credit are published quarterly. the next quarterly release will be published on 12 november 2019. read the background information and methodology note for more information about the universal credit statistics. universal credit statistics: 29 april 2013 to 11 july 2019 html data tables: universal credit monthly experimental official statistics to 11 july 2019 ods 177kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,22,2
105,universal credit: 29 april 2013 to 14 march 2019,universal credit: 29 april 2013 to 14 march 2019 official experimental statistics for the number of people on universal credit. the latest release of these statistics can be found in the universal credit statistics collection . these monthly experimental statistics include the total number of people: who have made a claim for universal credit to 14 march 2019 who have made a claim and have attended an initial interview accepted their claimant commitment and gone on to start universal credit up to 14 march 2019 who are on universal credit at 14 march 2019 the statistics are broken down by: jobcentre plus office age employment status conditionality regime duration interactive statistics view an interactive map which shows statistics on households on universal credit at local authority level . view statistics on the universal credit claimants at jobcentre plus office level in an interactive map . view an interactive dashboard of the latest universal credit household statistics by region . find further breakdowns of these statistics in stat xplore an online tool for exploring some of dwp ’s main statistics. more information read the background information and methodology note for more information about the universal credit statistics. there was a revision to the number of people on universal credit for the period january 2016 to december 2018. data on durations of time spent by individuals on universal credit has also now been restored. other measures are not affected. further information can be found in the universal credit statistical notice . we are making changes to the universal credit statistics to make them better for users. the statistical bulletin (in pdf format) will be published every quarter in line with the release that includes data on: people households claims and starts to universal credit data for people on universal credit will still be available in stat xplore and ods tables on a monthly basis. the next pdf bulletin will be published on 14 may 2019. next release of these statistics: 14 may 2019 data tables: universal credit monthly experimental official statistics to 14 march 2019 ods 541kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,22,2
13,universal credit statistics: revision to number of people on universal credit and restoration of data on durations,universal credit statistics: revision to number of people on universal credit and restoration of data on durations notice about a revision to the people on universal credit figures and the restoration of data on the durations of time spent by individuals on universal credit. this statistical notice advises users about: a revision to the people on universal credit figures for the period january 2016 to december 2018 the restoration of data on the durations of time spent by individuals on universal credit read the universal credit statistics . universal credit statistics: revision to number of people on universal credit and restoration of data on durations pdf 287kb 3 pages this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,22,2
104,universal credit statistics,universal credit statistics official experimental statistics on the number of people and households on universal credit starts and claims. the monthly universal credit statistics include breakdowns by: jobcentre plus office age employment status conditionality regime duration the quarterly statistics for households on universal credit include breakdowns by: average monthly award amount entitlement components payment indicator family type tenure due to a discrepancy with the postcode district for universal credit starts and claims data these breakdowns have been removed from stat xplore. investigations are ongoing and the breakdowns will be restored in due course. caution should be used when viewing these breakdowns via other mechanisms (such as supplementary tables). frequency of publication statistics on people on universal credit is published monthly. the next monthly release of statistics will be on 10 september 2019. statistics on households on universal credit as well as starts and claims to universal credit is published quarterly. the next quarterly release of statistics will be published on 12 november 2019. find future release dates in the statistics calendar and more about department for work and pensions ( dwp ) statistics on the statistics at dwp page. feedback email christopher.s.johnston@dwp.gov.uk with feedback and queries about the universal credit statistics. explore the statistics with our interactive tools view an interactive map which shows statistics on households on universal credit at local authority level . due to preparation work for the next quarterly release of statistics this map will be unavailable from 12:30pm on 9 september 2019 until 9:30am on 10 september 2019. view an interactive map which shows statistics on universal credit claimants at jobcentre plus office level . due to preparation work for the next monthly release of statistics this map will be unavailable from 12:30pm on 9 september 2019 until 9:30am on 10 september 2019. view an interactive dashboard of the latest universal credit household statistics by region . find further breakdowns of these statistics in stat xplore an online tool for exploring some of dwp ’s main statistics. latest release this consultation has now closed. read our formal response in the latest update to the universal credit statistics release strategy . related publications dwp publishes historic and forecast benefit expenditure and caseload data which is usually consistent with the annual budget and autumn statement. research about universal credit ad hoc statistical publications on universal credit we published an evaluation framework setting out our broad intentions for how we will evaluate universal credit in december 2012. we published our approach to evaluating the labour market impact of universal credit in july 2014. previous releases,22,2
41,universal credit statistics: background information and methodology,universal credit statistics: background information and methodology information about universal credit statistics methodology including the purpose source definitions and limitations of the statistics covered. the universal credit statistics show how many people have claimed started and are currently on universal credit. the statistics also show how many households are on universal credit. universal credit statistics: background information and methodology html,22,2
44,universal credit: 29 april 2013 to 10 january 2019,universal credit: 29 april 2013 to 10 january 2019 official experimental statistics including the number of people and households on universal credit starts and claims. the latest release of these statistics can be found in the universal credit statistics collection . universal credit: 29 april 2013 to 10 january 2019 ref: isbn 978-1-78659-087-9 pdf 421kb 10 pages this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use. universal credit: 29 april 2013 to 10 january 2019 ods 445kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,23,2
69,universal credit: 29 april 2013 to 14 february 2019,universal credit: 29 april 2013 to 14 february 2019 official experimental statistics including the number of people and households on universal credit starts and claims. the latest release of these statistics can be found in the universal credit statistics collection . data tables: universal credit monthly experimental official statistics to 14 february 2019 ods 446kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,23,2
92,universal credit: 29 april 2013 to 13 december 2018,universal credit: 29 april 2013 to 13 december 2018 these experimental statistics cover the number of people on universal credit to 13 december 2018. the latest release of these statistics can be found in the universal credit statistics collection . data tables: universal credit monthly experimental official statistics to 13 december 2018 ods 433kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,24,2
57,universal credit: 29 april 2013 to 8 november 2018,universal credit: 29 april 2013 to 8 november 2018 these experimental statistics cover the number of people on universal credit to 8 november 2018. the latest release of these statistics can be found in the universal credit statistics collection . data tables: universal credit monthly experimental official statistics to 8 november 2018 ods 429kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,24,2
19,universal credit: 29 april 2013 to 11 october 2018,universal credit: 29 april 2013 to 11 october 2018 these experimental statistics cover the number of people on universal credit. the latest release of these statistics can be found in the universal credit statistics collection . universal credit: 29 april 2013 to 11 october 2018 ref: isbn 978-1-78659-086-2 pdf 407kb 10 pages this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use. data tables: universal credit monthly experimental official statistics to 11 october 2018 ods 432kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,25,2
24,universal credit: 29 april 2013 to 13 september 2018,universal credit: 29 april 2013 to 13 september 2018 these experimental statistics cover the number of people on universal credit to 13 september 2018. the latest release of these statistics can be found in the universal credit statistics collection . universal credit: 29 april 2013 to 13 september 2018 ref: isbn 978-1-78659-085-5 pdf 305kb 5 pages this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use. data tables: universal credit monthly experimental official statistics to 13 september 2018 ods 402kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,25,2
60,universal credit: 29 april 2013 to 9 august 2018,universal credit: 29 april 2013 to 9 august 2018 these experimental statistics cover the number of people on universal credit. the latest release of these statistics can be found in the universal credit statistics collection . universal credit: 29 april 2013 to 9 august 2018 ref: isbn 978-1-78659-084-8 pdf 372kb 9 pages this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use. data tables: universal credit monthly experimental official statistics to 9 august 2018 ods 399kb this file is in an opendocument format this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,25,2
103,new 'help to claim' service provides extra universal credit support,new 'help to claim' service provides extra universal credit support dwp invests £39 million into new 'help to claim' service provided by citizens advice and citizens advice scotland for universal credit claimants. enhanced free confidential and impartial support to help people make a universal credit claim is available from today. the department for work and pensions ( dwp ) has invested £39 million into the ‘help to claim’ service which will be delivered independently by citizens advice and citizens advice scotland. secretary of state for work and pensions amber rudd said: one of the best things about universal credit is its flexibility. it recognises that everyone is different and it’s not a one size fits all benefit. so for anyone who needs that little bit of extra help to make their claim new help is now here. in addition to the support jobcentre plus staff already provide citizens advice will now deliver high quality independent advice through help to claim. help to claim will provide free confidential and impartial support to help people make a universal credit claim. people using the service can get advice on anything to do with applying for the benefit including gathering the required evidence filling in the application or preparing for their first jobcentre appointment. citizens advice and citizens advice scotland are committed to providing ‘help to claim’ across all areas of england wales and scotland ensuring a consistent service across great britain. people will be able to access support online over the phone and face to face through local citizens advice bureaus. anyone who requires support to make a new universal credit claim or is moving from a legacy benefit to universal credit following a change of circumstances can access help to claim . accessing help to claim support is completely voluntary. the service can be accessed any time until the first full correct payment of universal credit is in place. contact press office media enquiries for this press release – 020 3267 5141 press office caxton house tothill street london sw1h 9na london press office (national media and london area enquiries only – not questions about personal claims) 020 3267 5144 out of hours (journalists only) 07623 928 975 england and wales (local media enquiries) 029 20 586 then 097 or 098 or 099 scotland (local media enquiries) 0131 310 1122 follow dwp on: twitter – www.twitter.com/dwppressoffice facebook – www.facebook.com/dwp linkedin – www.linkedin.com/company/dwp youtube – www.youtube.com/dwp,14,3
88,citizens advice to provide support to universal credit claimants,citizens advice to provide support to universal credit claimants the department for work and pensions (dwp) will fund citizens advice to provide universal support from april 2019 the government has announced. the support scheme will help claimants through every step of making a universal credit claim. it will offer people the comprehensive and practical support they need to get their first payment on time and be ready to manage it when it arrives. universal support provides advice and assistance to help claimants manage their universal credit claim with a focus on budgeting advice and digital support. since 2017 universal support has been delivered by individual local authorities funded by grants from dwp . from april 2019 citizens advice (england and wales) and citizens advice scotland will take on the responsibility for delivering a strengthened universal support service a move which will ensure a consistent and streamlined service for claimants across the country. secretary of state for work and pensions esther mcvey said: since becoming secretary of state in january i have listened to the concerns of claimants constituents charities welfare organisations and colleagues and i have made significant changes to the system like extra support for those with mental health conditions more support for vulnerable young people and more support for families who look after other family members’ children. i have always said we will steer a new direction and work with partners to deliver vital services and get universal credit right. the state cannot and should not work in isolation and must reach out to work with independent trusted organisations to get the best support to vulnerable people. this brand new partnership with citizens advice will ensure everyone and in particular the most vulnerable claimants get the best possible support with their claim that is consistently administered throughout the country. citizens advice are an independent and trusted organisation who will support people as we continue the successful rollout of universal credit. gillian guy chief executive of citizens advice said: we offer independent and confidential advice to millions of people every year and have already helped nearly 150 000 people with universal credit. we’ve seen first hand what can happen when people struggle to make a claim and their payments are delayed. we welcome the opportunity to provide even more people with the help they need with universal credit and deliver a consistent service through the citizens advice network across england and wales. delivering this service will give us even greater insight into the universal credit system. we’ll continue to share our evidence with the government to help make sure universal credit works for everyone. derek mitchell ceo of citizens advice scotland said: in person through local cab by phone and online our network offers top quality advice and support to people applying for universal credit in scotland. this announcement brings an opportunity to further enhance the support we provide and we are pleased that the impact universal credit has on potential applicants – and on local cab services in scotland – has been recognised. we expect the numbers of people in need of independent advice on universal credit applications will continue to increase and delivering this service will help us as we do all we can to meet that need. we will continue the work that the citizens advice network in scotland has always done: supporting individuals to resolve the problems they face and advocating nationally to address the root causes of those problems. more information universal credit means monthly payments and housing costs are paid directly to claimants and requires people to be responsible for managing their monthly payments and bills. universal support currently helps with digital support such as using a computer to make or maintain their claim and assistance in budgeting and managing their finances. dwp will enter into the new partnership with citizens advice immediately and they will run their developing service alongside local authorities until 31 march 2019 when they will deliver the full service solely from april 2019. dwp will provide £39 million of funding from april 2019 to citizens advice and citizens advice scotland to provide this service. dwp will fund citizens advice and citizens advice scotland a further £12 million to set up delivery in the run up to april 2019 to ensure a smooth transition to the new delivery model. this funding is from universal support’s £200 million budget which was launched in 2015. last year the citizens advice network in england and wales helped more than 2.6 million people through their face to face phone and online advice services. they are located in over 2 500 locations and have over 29 000 trained volunteers and paid staff. citizens advice scotland helped over 295 000 people has over 3 200 staff and volunteers and operates from almost 300 locations. contact press office press office caxton house tothill street london sw1h 9na london press office (national media and london area enquiries only – not questions about personal claims) 020 3267 5144 out of hours (journalists only) 07623 928 975 england and wales (local media enquiries) 029 20 586 then 097 or 098 or 099 scotland (local media enquiries) 0131 310 1122 follow dwp on: twitter – www.twitter.com/dwppressoffice facebook – www.facebook.com/dwp linkedin – www.linkedin.com/company/dwp youtube – www.youtube.com/dwp,14,3
42,universal credit: universal support 2018/19 guidance,universal credit: universal support 2018/19 guidance guidance for local authorities and partners providing universal support (assisted digital and/or personal budgeting support). this guidance supplements information in the grant funding agreement which sets out the grant terms and conditions. [withdrawn] universal support 2018/19 guidance html,15,3
32,universal support,universal support universal credit claimants can get help to make a claim and manage their payments of universal credit. this help is called universal support. what universal support is how to get it and other financial support. [withdrawn] universal support html,15,3
56,universal credit: understanding its impact on the labour market,universal credit: understanding its impact on the labour market this document sets out how the department for work and pensions (dwp) will examine evidence for how universal credit is working in the labour market. evaluating the impact of universal credit on the labour market and universal credit: estimating the early labour market impacts showed how universal credit is having a positive impact on the labour market. however it is expected that most of the labour market improvements are still to come. dwp wants to look at a range of information that whilst not as comprehensive will provide evidence that demonstrates the effectiveness of universal credit in delivering the outcomes as set out in the universal credit business case . this document sets out how dwp will examine evidence for how universal credit is working in the labour market. it helps to: explain to everyone not just specialists in labour market theory and practice what dwp plans to do manage expectations across the months and years ahead dwp wants to work with external organisations to build the evidence base to fully understand what works and how best to maximise labour market outcomes under universal credit. to contribute to the evidence base email uc.labourmarketanalysisplan@dwp.gov.uk . understanding the impact of universal credit on the labour market ref: isbn: 978-1-78659-076-3 ad hoc research report no. 64 pdf 169kb 11 pages this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gsi.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,26,4
10,universal credit: how it helps you into work,universal credit: how it helps you into work if you're on a low income or out of work universal credit supports you to find a job or increase the hours you work. opening up work universal credit is designed to make sure that you’re better off in work by topping up your wages each month while you need it. your universal credit payment reduces gradually as you earn more and will increase again if your job ends or your earnings go down. universal credit adjusts automatically if your earnings change so taking a job will be worth your while – even if it’s a temporary job or for just a few hours a week. there are no limits on the number of hours you can work and if your job ends it’s easy to start your universal credit payments again. support from your work coach universal credit provides you with personal support from a work coach to help you move into work find a better job or build a career. your work coach can give you advice about things like: job opportunities and training suitable for you improving your cv and making successful job applications increasing your hours or earning more help available to pay towards childcare costs where to get help with managing your money the daily jobseeker is a free source of job search advice that’s updated daily and available to everyone whether you’re claiming universal credit or not. help available for parents in addition to other childcare support available for parents and carers parents claiming universal credit can get support with their childcare costs to help them move into work and increase their hours. you can claim up to 85% of your paid–out childcare costs up to a monthly limit of £646 for one child or £1108 for two or more children. find out more about what universal credit means for families . when you can claim universal credit universal credit is now available everywhere if you make a new claim for benefit we’ll tell you whether you should claim universal credit. see the list of benefits that universal credit replaces. if you’re already claiming benefits you don’t need to do anything now. we’ll let you know at the right time if you need to claim universal credit instead. if you can’t claim universal credit yet but think you might need to in the future the universal credit personal planner can help you to get prepared and offers advice about: getting online to make a claim for universal credit setting up a bank account budgeting and managing your money on your own or as part of a couple paying rent to your landlord yourself more detailed advice there’s also information and advice about the benefits universal credit offers employers as well as guides on claiming universal credit.,26,4
80,universal credit: how it helps your employees and workers,universal credit: how it helps your employees and workers questions your employees and workers may have about universal credit. if you’re an employer or recruiter this information can help you answer any questions your employees and workers may have about universal credit such as: how does receiving universal credit benefit your employers and workers? is it worth them taking extra shifts or working more hours? what happens if their earnings change every month? if they get a bonus how will that affect their universal credit? how to contact dwp if something changes or if they’ve got a query about their universal credit? is there any help with childcare? further information for employers about universal credit . universal credit: how it helps your employees and workers html credyd cynhwysol: sut y mae'n helpu eich cyflogeion a’ch gweithwyr html,26,4
71,universal credit and students,universal credit and students guidance on claiming universal credit if you're a student. universal credit is a monthly payment to help with your living costs. you may be able to get it if you’re on a low income or out of work. you cannot usually get universal credit if you’re studying full time. there are some exceptions. read more about who is eligible for universal credit . universal credit if you’re studying full time you may be able to get universal credit if you’re studying full time and any of the following apply: you’re aged 21 or under in full time non advanced education and do not have parental support you’re responsible for a child you live with your partner and they’re eligible for universal credit you’ve reached the qualifying age for pension credit and live with a partner who is under that age you’re disabled and have limited capability for work and are getting: personal independence payment disability living allowance attendance allowance armed forces independence payment aged 21 or under in non advanced education and do not have parental support this includes if you’ve left care provided by the local council or you’re without parental support. you may be eligible for universal credit if: you’re on a full time course of non advanced education or training that started before you reached age 21 you reach age 21 while you’re on the course you can continue to get universal credit until: the end of the academic year in which you reach age 21 the end of the course if it ends before you reach age 21 you’re responsible for a child the child may be adopted or a foster child. for couples one of you or both of you may be a student. what counts as a full time course the education or training provider usually decides whether a course is full time. if you attend a full time course on a part time basis you will be treated as studying full time. a course is an arrangement of study tuition or training. it can be academic practical or a combination of both. it is usually done at or by arrangement with an education or training provider. it will often lead to a qualification when it is completed. some non advanced study tuition or training may not lead to a qualification. this does not mean that it is not a course. examples of full time courses of advanced education full time courses of advanced education include those leading to: a postgraduate degree or comparable qualification a first degree or comparable qualification a diploma of higher education a higher national diploma any other course of study of a standard above: advanced gnvq or equivalent a scottish higher or advanced higher national qualification examples of full time courses of non advanced education non advanced education is any qualification up to a level or equivalent. full time courses include: national qualification framework level 3 or the scottish qualification framework level 6 general certificate of education advanced level (a level) as level advanced diploma national diploma certificate or award level 3 nvq award certificate or diploma part time study if you’re studying part time you may be able to get universal credit. you’ll need to meet the other eligibility conditions like being available for work. you may be asked to provide proof that the course is part time. student income and your universal credit your student income can affect how much universal credit you get. universal credit is usually paid once a month and is based on your circumstances during that month. this is called your ‘assessment period’. for each assessment period that you attend the course an amount for any student income you get will be taken off your universal credit. the amount is worked out from the actual student income you get that month less a set amount for expenses. however no student income will be taken off your universal credit if: the assessment period covers the first day of the summer holidays you’re on summer holiday for the whole of a subsequent assessment period your course ends during the assessment period student loans you may be entitled to universal credit if you receive a student loan. there are different types of student loans and there are different rules depending on which loan you receive. when working out your universal credit any loan amount that is intended to cover tuition fees and other costs of study will be excluded. loans that cover maintenance such as living expenses rent and bills will be deducted from your universal credit. most loans pay tuition and maintenance in separate payments. however if you receive a special support loan or grant this will not be deducted from your universal credit. this provides help towards costs of study such as for books equipment travel etc. special support loan or grant you may get a special support loan or grant if you get or qualify for: income support income related employment and support allowance housing benefit the housing element of universal credit you may get the special support loan or grant if for example you’re a lone parent or have certain disabilities. if you live in england the special support grant was replaced by the special support loan from the beginning of the 2016 to 2017 academic year. if you live in wales it is called a special support grant. you’ll be told if you can get the loan or grant when you apply for student finance. if you receive a loan that pays maintenance and tuition in a single payment for example a postgraduate master’s degree loan a proportion of your loan will be excluded from your universal credit payment and the rest is deducted. read more about student loans. postgraduate master’s loan a postgraduate master’s loan can help with course fees and living costs while you study a postgraduate master’s course. funding for postgraduate loans is different if you normally live in scotland wales or northern ireland. moving somewhere to study does not count as normally living there. read more about a master’s loan. postgraduate doctoral loan a postgraduate doctoral loan can help with course fees and living costs while you study a postgraduate doctoral course such as a phd. funding for a postgraduate doctoral loan is different if you normally live in wales. the postgraduate master’s and doctoral loans are paid as one payment in 3 instalments over each year of the course and are all treated the same way when working out your universal credit. they are all a contribution to both living costs and tuition fees. when working out your universal credit 30% of the loan will be taken into account and the rest will be excluded. read more about a doctoral loan. grants if you’re a full time higher education student you may be able to get a non repayable grant from the government to help with accommodation and other living costs. there are also other types of grants that can help with things like childcare tuition fees or examination fees. if you are in receipt of universal credit and you receive a student grant it will be fully excluded from the calculation if the grant is for the following: tuition and examination fees your disability expenses for residential study away from an educational establishment living away from your usual place of study maintenance of dependent adult books and equipment travel expenses childcare costs read more about further education grants. help and advice if you need help claiming universal credit contact: universal credit helpline telephone: 0800 328 5644 ngt text relay – if you cannot hear or speak on the phone: 18001 then 0800 328 5644 textphone: 0800 328 1344 monday to friday 8am to 6pm find out about call charges student finance find more information about help with student finance .,28,4
